"AP Number","Sex","Education Level","Award Type 01","Award Type 02","Award Type 03","Award Type 04","Award Type 05","Award Type 06","Award Type 07","Award Type 08","AI Street Address 1","AI Street Address 2","AI Street Address 3","AI State","AI Zip Code","Race","AI Code","AI Institution Name","RACE_ETH_","DISTRICT NAME","Exam Code 01","Exam Grade 01","Admin Year 01","Award Year 01","Exam Code 02","Exam Grade 02","Admin Year 02","Award Year 02","Exam Code 03","Exam Grade 03","Admin Year 03","Award Year 03","Exam Code 04","Exam Grade 04","Admin Year 04","Award Year 04","Exam Code 05","Exam Grade 05","Admin Year 05","Award Year 05","Exam Code 06","Exam Grade 06","Admin Year 06","Award Year 06","Exam Code 07","Exam Grade 07","Admin Year 07","Award Year 07","Exam Code 08","Exam Grade 08","Admin Year 08","Award Year 08"
"3377","F","6","None",NA,NA,NA,NA,NA,NA,NA,"7405 Herndon Road",NA,"Fairburn","GA",30213,"WHITE","02","Creekside High School","WHITE","AIUR","66",3,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1888","M","6","None",NA,NA,NA,NA,NA,NA,NA,"7447 Roswell Road Northeast",NA,"Sandy Springs","GA",30328,"AFRICANAMERICAN","16","North Springs Charter High Sch","AFRICANAMERICAN","AIUR","36",3,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0675","M","6","None",NA,NA,NA,NA,NA,NA,NA,"5230 Taylor Road",NA,"Alpharetta","GA",30022,"NON_HISP_LAT","09","Chattahoochee High School","NON_HISP_LAT","AIUR","66",4,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1765","M","6","None",NA,NA,NA,NA,NA,NA,NA,"10795 Rogers Circle",NA,"Duluth","GA",30097,"WHITE","20","River Trail Middle School","WHITE","AIUR","35",4,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0721","M","6","None","None",NA,NA,NA,NA,NA,NA,"3605 Main Street",NA,"College Park","GA",30337,"AFRICANAMERICAN","08","Frank McClarin High School","AFRICANAMERICAN","AIUR","76",3,13,13,"20",3,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2134","F","6","None",NA,NA,NA,NA,NA,NA,NA,"7510 Hall Road",NA,"Fairburn","GA",30213,"WHITE","13","Langston Hughes High School","WHITE","AIUR","93",3,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3369","F","6","None",NA,NA,NA,NA,NA,NA,NA,"10795 Rogers Circle",NA,"Duluth","GA",30097,"WHITE","20","River Trail Middle School","WHITE","AIUR","87",2,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2322","M","6","None",NA,NA,NA,NA,NA,NA,NA,"3605 Main Street",NA,"College Park","GA",30337,"PUERTORICAN","08","Frank McClarin High School","PUERTORICAN","AIUR","90",1,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1526","M","6","None",NA,NA,NA,NA,NA,NA,NA,"7447 Roswell Road Northeast",NA,"Sandy Springs","GA",30328,"ASIAN","16","North Springs Charter High Sch","ASIAN","AIUR","37",3,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4149","F","6","None",NA,NA,NA,NA,NA,NA,NA,"6045 Buffington Road",NA,"Atlanta","GA",30349,"WHITE","14","Hapeville Career Academy","WHITE","AIUR","07",2,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2717","F","6","None",NA,NA,NA,NA,NA,NA,NA,"3595 Webb Bridge Road",NA,"Alpharetta","GA",30005,"WHITE","07","Alpharetta High School","WHITE","AIUR","76",4,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1355","F","6","None",NA,NA,NA,NA,NA,NA,NA,"5575 State Bridge Road",NA,"Johns Creek","GA",30022,"AFRICANAMERICAN","12","Johns Creek High School","AFRICANAMERICAN","AIUR","07",5,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3246","F","6","None",NA,NA,NA,NA,NA,NA,NA,"10795 Rogers Circle",NA,"Duluth","GA",30097,"ASIAN","20","River Trail Middle School","ASIAN","AIUR","83",3,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1107","M","6","None",NA,NA,NA,NA,NA,NA,NA,"6045 Buffington Road",NA,"Atlanta","GA",30349,"WHITE","14","Hapeville Career Academy","WHITE","AIUR","36",5,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2418","M","6","None",NA,NA,NA,NA,NA,NA,NA,"6015 Feldwood Road",NA,"College Park","GA",30349,"ASIAN","15","Banneker High School","ASIAN","AIUR","90",3,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4963","M","6","None","None",NA,NA,NA,NA,NA,NA,"7447 Roswell Road Northeast",NA,"Sandy Springs","GA",30328,"MEXICAN","16","North Springs Charter High Sch","MEXICAN","AIUR","36",5,13,13,"66",5,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0764","M","6","None",NA,NA,NA,NA,NA,NA,NA,"6015 Feldwood Road",NA,"College Park","GA",30349,"PUERTORICAN","15","Banneker High School","PUERTORICAN","AIUR","83",3,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1131","F","6","None","None",NA,NA,NA,NA,NA,NA,"10795 Rogers Circle",NA,"Duluth","GA",30097,"WHITE","20","River Trail Middle School","WHITE","AIUR","36",3,13,13,"75",4,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4638","F","6","None","None",NA,NA,NA,NA,NA,NA,"11595 King Road",NA,"Roswell","GA",30075,"WHITE","03","Roswell High School","WHITE","AIUR","75",2,13,13,"20",2,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0012","M","6","None",NA,NA,NA,NA,NA,NA,NA,"3595 Webb Bridge Road",NA,"Alpharetta","GA",30005,"WHITE","07","Alpharetta High School","WHITE","AIUR","20",4,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2870","F","6","None",NA,NA,NA,NA,NA,NA,NA,"2400 Union Road Southwest",NA,"Atlanta","GA",30331,"WHITE","01","Westlake High School","WHITE","AIUR","20",2,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3091","F","6","None",NA,NA,NA,NA,NA,NA,NA,"86 School Drive",NA,"Alpharetta","GA",30009,"WHITE","05","Independence High School","WHITE","AIUR","84",1,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2980","F","6","None",NA,NA,NA,NA,NA,NA,NA,"6045 Buffington Road",NA,"Atlanta","GA",30349,"MULTIETHNIC","14","Hapeville Career Academy","MULTIETHNIC","AIUR","75",1,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0105","M","6","None",NA,NA,NA,NA,NA,NA,NA,"13025 Birmingham Highway",NA,"Milton","GA",30004,"WHITE","19","Milton High School","WHITE","AIUR","66",4,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3113","M","6","01","01","01",NA,NA,NA,NA,NA,"10625 Parsons Road",NA,"Duluth","GA",30097,"WHITE","04","Northview High School","WHITE","AIUR","57",3,13,13,"36",5,13,13,"66",5,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4825","M","6","02","02","02","02",NA,NA,NA,NA,"2845 Bethany Bend",NA,"Milton","GA",30004,"WHITE","06","Cambridge High School","WHITE","AIUR","76",4,13,13,"89",3,13,13,"36",4,13,13,"20",4,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4540","F","6","None",NA,NA,NA,NA,NA,NA,NA,"13025 Birmingham Highway",NA,"Milton","GA",30004,"WHITE","19","Milton High School","WHITE","AIUR","87",5,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3100","M","6","None",NA,NA,NA,NA,NA,NA,NA,"13025 Birmingham Highway",NA,"Milton","GA",30004,"ASIAN","19","Milton High School","ASIAN","AIUR","07",5,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0598","F","6","01","01","01","01","01","01",NA,NA,"9310 Scott Road",NA,"Roswell","GA",30076,"AFRICANAMERICAN","18","Centennial High School","AFRICANAMERICAN","AIUR","75",1,13,13,"66",4,13,13,"57",1,13,13,"89",4,13,13,"83",4,13,13,"93",3,13,13,NA,NA,NA,NA,NA,NA,NA,NA
"4419","M","6","02","02","02","02",NA,NA,NA,NA,"7447 Roswell Road Northeast",NA,"Sandy Springs","GA",30328,"HISP_LAT","16","North Springs Charter High Sch","HISP_LAT","AIUR","35",5,13,13,"90",5,13,13,"76",5,13,13,"40",4,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2912","F","6","None",NA,NA,NA,NA,NA,NA,NA,"6015 Feldwood Road",NA,"College Park","GA",30349,"WHITE","15","Banneker High School","WHITE","AIUR","20",5,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1360","M","6","None",NA,NA,NA,NA,NA,NA,NA,"5230 Taylor Road",NA,"Alpharetta","GA",30022,"AFRICANAMERICAN","09","Chattahoochee High School","AFRICANAMERICAN","AIUR","83",1,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1253","F","6","None",NA,NA,NA,NA,NA,NA,NA,"3605 Main Street",NA,"College Park","GA",30337,"WHITE","08","Frank McClarin High School","WHITE","AIUR","66",3,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2843","M","6","None","None",NA,NA,NA,NA,NA,NA,"7510 Hall Road",NA,"Fairburn","GA",30213,"WHITE","13","Langston Hughes High School","WHITE","AIUR","07",5,13,13,"93",2,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0230","M","6","None","None",NA,NA,NA,NA,NA,NA,"7447 Roswell Road Northeast",NA,"Sandy Springs","GA",30328,"WHITE","16","North Springs Charter High Sch","WHITE","AIUR","36",3,13,13,"57",2,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3276","M","6","None","None",NA,NA,NA,NA,NA,NA,"7405 Herndon Road",NA,"Fairburn","GA",30213,"MEXICAN","02","Creekside High School","MEXICAN","AIUR","07",4,13,13,"34",4,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3192","M","6","None",NA,NA,NA,NA,NA,NA,NA,"2575 Harris Street",NA,"East Point","GA",30344,"WHITE","21","Tri-Cities High School","WHITE","AIUR","34",3,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3835","F","6","None","None",NA,NA,NA,NA,NA,NA,"3605 Main Street",NA,"College Park","GA",30337,"WHITE","08","Frank McClarin High School","WHITE","AIUR","36",2,13,13,"53",1,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3813","F","6","None","None",NA,NA,NA,NA,NA,NA,"10625 Parsons Road",NA,"Duluth","GA",30097,"WHITE","04","Northview High School","WHITE","AIUR","84",2,13,13,"83",2,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1235","M","6","None",NA,NA,NA,NA,NA,NA,NA,"5230 Taylor Road",NA,"Alpharetta","GA",30022,"AFRICANAMERICAN","09","Chattahoochee High School","AFRICANAMERICAN","AIUR","34",5,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1662","M","6","None",NA,NA,NA,NA,NA,NA,NA,"9310 Scott Road",NA,"Roswell","GA",30076,"AFRICANAMERICAN","18","Centennial High School","AFRICANAMERICAN","AIUR","89",4,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0429","F","6","None","None",NA,NA,NA,NA,NA,NA,"86 School Drive",NA,"Alpharetta","GA",30009,"AFRICANAMERICAN","05","Independence High School","AFRICANAMERICAN","AIUR","75",3,13,13,"43",3,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3405","M","6","None",NA,NA,NA,NA,NA,NA,NA,"2575 Harris Street",NA,"East Point","GA",30344,"ASIAN","21","Tri-Cities High School","ASIAN","AIUR","57",4,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0571","F","6","None",NA,NA,NA,NA,NA,NA,NA,"4100 Old Milton Parkway","Suite 100","Alpharetta","GA",30005,"WHITE","10","Fulton Science Charter High Sc","WHITE","AIUR","75",4,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1143","M","6","01","01","01",NA,NA,NA,NA,NA,"5575 State Bridge Road",NA,"Johns Creek","GA",30022,"WHITE","12","Johns Creek High School","WHITE","AIUR","20",5,13,13,"66",4,13,13,"20",3,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2608","F","6","None",NA,NA,NA,NA,NA,NA,NA,"2845 Bethany Bend",NA,"Milton","GA",30004,"WHITE","06","Cambridge High School","WHITE","AIUR","66",2,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1817","M","6","None",NA,NA,NA,NA,NA,NA,NA,"3595 Webb Bridge Road",NA,"Alpharetta","GA",30005,"WHITE","07","Alpharetta High School","WHITE","AIUR","85",4,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3901","M","6","None",NA,NA,NA,NA,NA,NA,NA,"11595 King Road",NA,"Roswell","GA",30075,"WHITE","03","Roswell High School","WHITE","AIUR","20",1,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3152","M","6","None",NA,NA,NA,NA,NA,NA,NA,"10795 Rogers Circle",NA,"Duluth","GA",30097,"WHITE","20","River Trail Middle School","WHITE","AIUR","25",1,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2219","F","6","None",NA,NA,NA,NA,NA,NA,NA,"5230 Taylor Road",NA,"Alpharetta","GA",30022,"CUBAN","09","Chattahoochee High School","CUBAN","AIUR","87",1,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2932","M","6","None",NA,NA,NA,NA,NA,NA,NA,"6045 Buffington Road",NA,"Atlanta","GA",30349,"WHITE","14","Hapeville Career Academy","WHITE","AIUR","07",5,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1101","F","6","None",NA,NA,NA,NA,NA,NA,NA,"6045 Buffington Road",NA,"Atlanta","GA",30349,"MULTIETHNIC","14","Hapeville Career Academy","MULTIETHNIC","AIUR","66",3,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1268","M","6","None",NA,NA,NA,NA,NA,NA,NA,"86 School Drive",NA,"Alpharetta","GA",30009,"ASIAN","05","Independence High School","ASIAN","AIUR","87",3,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4369","F","6","None",NA,NA,NA,NA,NA,NA,NA,"5900 Raider Drive",NA,"Sandy Springs","GA",30328,"WHITE","17","Riverwood International Charte","WHITE","AIUR","93",4,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4770","F","6","None",NA,NA,NA,NA,NA,NA,NA,"11595 King Road",NA,"Roswell","GA",30075,"WHITE","03","Roswell High School","WHITE","AIUR","87",2,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3879","F","6","None","None","None","None","None",NA,NA,NA,"6015 Feldwood Road",NA,"College Park","GA",30349,"CUBAN","15","Banneker High School","CUBAN","AIUR","85",1,13,13,"62",3,13,13,"75",4,13,13,"89",1,13,13,"93",2,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4835","M","6","None",NA,NA,NA,NA,NA,NA,NA,"13025 Birmingham Highway",NA,"Milton","GA",30004,"CUBAN","19","Milton High School","CUBAN","AIUR","57",3,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3884","M","6","None",NA,NA,NA,NA,NA,NA,NA,"86 School Drive",NA,"Alpharetta","GA",30009,"WHITE","05","Independence High School","WHITE","AIUR","07",5,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3282","F","6","None",NA,NA,NA,NA,NA,NA,NA,"10795 Rogers Circle",NA,"Duluth","GA",30097,"WHITE","20","River Trail Middle School","WHITE","AIUR","57",4,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2133","F","6","None",NA,NA,NA,NA,NA,NA,NA,"10625 Parsons Road",NA,"Duluth","GA",30097,"WHITE","04","Northview High School","WHITE","AIUR","20",1,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2502","F","6","None",NA,NA,NA,NA,NA,NA,NA,"12805 Birmingham Highway",NA,"Alpharetta","GA",30004,"WHITE","11","Northwestern Middle School","WHITE","AIUR","07",2,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1529","M","6","None",NA,NA,NA,NA,NA,NA,NA,"5230 Taylor Road",NA,"Alpharetta","GA",30022,"AFRICANAMERICAN","09","Chattahoochee High School","AFRICANAMERICAN","AIUR","25",3,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1032","M","6","None",NA,NA,NA,NA,NA,NA,NA,"7405 Herndon Road",NA,"Fairburn","GA",30213,"ASIAN","02","Creekside High School","ASIAN","AIUR","76",4,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0132","F","6","None",NA,NA,NA,NA,NA,NA,NA,"6045 Buffington Road",NA,"Atlanta","GA",30349,"AFRICANAMERICAN","14","Hapeville Career Academy","AFRICANAMERICAN","AIUR","85",1,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3437","M","6","None",NA,NA,NA,NA,NA,NA,NA,"5900 Raider Drive",NA,"Sandy Springs","GA",30328,"WHITE","17","Riverwood International Charte","WHITE","AIUR","76",2,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4410","M","6","01","01","01",NA,NA,NA,NA,NA,"2845 Bethany Bend",NA,"Milton","GA",30004,"WHITE","06","Cambridge High School","WHITE","AIUR","66",3,13,13,"87",5,13,13,"25",3,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2519","M","6","None",NA,NA,NA,NA,NA,NA,NA,"6045 Buffington Road",NA,"Atlanta","GA",30349,"WHITE","14","Hapeville Career Academy","WHITE","AIUR","20",3,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2936","F","6","None","None",NA,NA,NA,NA,NA,NA,"7447 Roswell Road Northeast",NA,"Sandy Springs","GA",30328,"WHITE","16","North Springs Charter High Sch","WHITE","AIUR","36",2,13,13,"93",5,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3574","F","6","None",NA,NA,NA,NA,NA,NA,NA,"2845 Bethany Bend",NA,"Milton","GA",30004,"WHITE","06","Cambridge High School","WHITE","AIUR","84",2,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2068","F","6","None",NA,NA,NA,NA,NA,NA,NA,"10625 Parsons Road",NA,"Duluth","GA",30097,"WHITE","04","Northview High School","WHITE","AIUR","07",4,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1239","F","6","None","None","None",NA,NA,NA,NA,NA,"6015 Feldwood Road",NA,"College Park","GA",30349,"WHITE","15","Banneker High School","WHITE","AIUR","83",2,13,13,"43",4,13,13,"87",2,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1448","F","6","None",NA,NA,NA,NA,NA,NA,NA,"5230 Taylor Road",NA,"Alpharetta","GA",30022,"WHITE","09","Chattahoochee High School","WHITE","AIUR","87",1,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3653","M","6","None",NA,NA,NA,NA,NA,NA,NA,"13025 Birmingham Highway",NA,"Milton","GA",30004,"WHITE","19","Milton High School","WHITE","AIUR","76",5,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0873","M","6","None",NA,NA,NA,NA,NA,NA,NA,"86 School Drive",NA,"Alpharetta","GA",30009,"AFRICANAMERICAN","05","Independence High School","AFRICANAMERICAN","AIUR","90",3,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3573","M","6","None",NA,NA,NA,NA,NA,NA,NA,"10625 Parsons Road",NA,"Duluth","GA",30097,"WHITE","04","Northview High School","WHITE","AIUR","83",4,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0145","F","6","None",NA,NA,NA,NA,NA,NA,NA,"6015 Feldwood Road",NA,"College Park","GA",30349,"WHITE","15","Banneker High School","WHITE","AIUR","66",2,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
